城市,岗位,薪酬,技能,工作经验,学历,职位类型,人数,公司名称,公司类型,公司规模,公司行业,地址,职位更新日期
杭州,无人机研发博士后,2-3万·13薪,"['无人机设计', '无人机研发', '无人机测试', '无人机试飞', '无人机控制算法', '无人机应用系统', '无人机控制系统', '无人机电池系统']",经验不限,博士,全职,1,杭州市滨江区浙工大人工智能创新研究院,其它,100-299人,学术/科研,杭州·滨江·长河,2025/3/26
杭州,微影-区域销售-杭州,1.2-2万,,3-5年,本科,全职,2,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,金蝶erp开发,1.4-1.8万·13薪,"['ERP开发', 'ERP']",5-10年,本科,全职,1,软通动力信息技术(集团)股份有限公司,民营,10000人以上,互联网,杭州·余杭·仓前,2025/3/26
杭州,b端客户销售（全球独角兽企业）,1.2-2万,"['企业客户', '面销/陌拜', '电话销售']",3-5年,本科,全职,3,探迹科技,民营,1000-9999人,互联网,杭州·余杭·五常,2025/3/24
杭州,国际业务中心-组织发展专员-杭州,1-1.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江,2025/2/23
杭州,总助/CEO助理/董事长助理,6000-12000元·13薪,"['英语', '行政管理', '财务管理', '销售管理']",1-3年,大专,全职,1,特铯集团有限公司,民营,20-99人,电子/半导体/集成电路,杭州·西湖·古荡,2025/1/30
杭州,人力资源专员,1-1.5万,"['招聘', '培训', '员工关系']",1-3年,硕士,全职,3,浙江蓝鸽科技有限公司,民营,1000-9999人,互联网,杭州·拱墅·米市巷,2025/3/19
杭州,硬件技术-音频工程师-声学设计/声学系统-杭州,1.5-2.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,计算机硬件维护工程师,5000-10000元,"['Linux', 'Python', '服务器运维']",1年以下,大专,全职,1,杭州星溢科技有限公司,民营,20-99人,电子商务,杭州·滨江·长河,2025/3/31
杭州,渠道/行业销售经理,6000-11000元,"['区域销售', '渠道分销', '硬件渠道销售', '渠道拓展', '教育渠道销售']",3-5年,大专,全职,2,杭州顶峰数码科技有限公司,民营,20-99人,人工智能,杭州·西湖·翠苑,2025/3/29
杭州,智慧存储-嵌入式软件开发工程师-BSP-杭州,1.2-2.2万,,1-3年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,财务出纳,5000-8000元,"['双休', '环境氛围好', '社保', '会计初级职称']",经验不限,大专,全职,1,特铯集团有限公司,民营,20-99人,电子/半导体/集成电路,杭州·西湖·古荡,2024/9/6
杭州,浙江招商主管、高级销售经理,1.5-2.8万,,5-10年,大专,全职,4,苏州国科康成医疗科技有限公司,其它,20-99人,医疗设备/器械,杭州·上城·小营,2025/1/25
杭州,萤石网络-门店运营-浙江,1.5-2.5万,,5-10年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江,2025/2/23
杭州,C/C++/Java/Python/Go/开发转型FAE技术支持,1.3-1.8万·14薪,"['Linux', 'C++', 'Java', 'Python']",1-3年,本科,全职,1,外企德科数字技术有限公司,合资,10000人以上,人力资源服务,杭州·拱墅·米市巷,2025/3/31
杭州,售前方案工程师,5000-9000元,,经验不限,大专,全职,2,杭州漉沙科技有限公司,民营,20-99人,人工智能,杭州·滨江·长河,2024/6/23
杭州,海外技术支持工程师,1-1.5万,,1-3年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,agv销售经理,8000-15000元,"['面销/陌拜', '代理商销售']",1-3年,大专,全职,1,杭州质企未来科技有限公司,民营,20-99人,人工智能,杭州·滨江·西兴,2024/6/26
杭州,招商经理,6000-12000元,"['面销/陌拜', '渠道销售', '电话销售', 'KA大客户', '企业客户']",3-5年,大专,全职,1,杭州天九双众企业管理集团有限公司,民营,1000-9999人,企业服务,杭州·上城·笕桥,2025/2/11
杭州,EBG-行业市场经理（工业企业）-杭州,1.5-2.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/3/27
杭州,销委会-中级渠道经理（湖北/四川/浙江/广东）,1-2万,,5-10年,本科,全职,1,科大讯飞,股份制企业,1000-9999人,计算机软件,杭州·萧山·宁围,2025/3/12
杭州,大客户代表,1-1.8万,,3-5年,大专,全职,3,杭州天九双众企业管理集团有限公司,民营,1000-9999人,企业服务,杭州·上城·笕桥,2025/2/11
杭州,印度-海外项目售前-杭州,1.5-2.5万,,1-3年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,产品测试工程师,7000-10000元·13薪,"['Linux', '测试开发', '功能测试', '软件测试', '硬件测试', 'C', 'C++']",1-3年,本科,全职,3,杭州智源电子有限公司,民营,100-299人,仪器仪表制造,杭州·余杭·良渚,2025/2/27
杭州,控制算法工程师,1.8-3万·14薪,"['运动控制算法', 'OpenCV', 'C/C++', 'Python']",经验不限,本科,全职,1,微分智飞(杭州)科技有限公司,股份制企业,20-99人,人工智能,杭州·余杭·五常,2025/1/23
杭州,国际业务-海外技术支持工程师-杭州,1.3-2万,,1-3年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/3/19
杭州,不看学历，不用面试，喜欢打扫卫生8000+,8000-13000元,"['就近分配', '工作简单', '室内清洁']",经验不限,初中及以下,全职,30,南京帝伯乐家政有限责任公司,民营,20-99人,人工智能,杭州·拱墅·祥符,2025/3/31
杭州,机器人-海外工程技术支持工程师（韩语）,1-1.5万,,无经验,本科,全职,2,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,外贸助理/外贸跟单/海外销售助理,8000-12000元,"['CET6', '外贸销售']",1-3年,大专,全职,3,杭州觅睿科技股份有限公司,股份制企业,500-999人,智能硬件,杭州·滨江·长河,2024/7/26
杭州,高职院校销售经理,9000-18000元,"['人工智能', '物联网', '硬件行业', '院校客户', '代理商销售', '直销']",3-5年,本科,全职,1,天津博诺智创机器人技术有限公司,民营,100-299人,科学技术推广,杭州·上城·四季青,2024/11/27
杭州,海外技术支持-海外技术支持-杭州,1-1.5万,,1-3年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,市场策划,6000-10000元,"['市场策划', '营销策划']",经验不限,本科,全职,1,浙江啄云智能科技有限公司,民营,20-99人,计算机软件,杭州·滨江·浦沿,2025/3/14
杭州,大客户经理,6000-12000元,"['渠道销售', '区域销售', '代理商销售']",3-5年,大专,全职,1,山东蔚领长风教育科技有限公司,民营,20-99人,科学技术推广,杭州·余杭·余杭街道,2025/1/6
杭州,项目质量工程师-汽车电子,1-1.5万,,3-5年,本科,全职,2,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,大客户经理,9000-15000元,,3-5年,大专,全职,1,广东美电贝尔科技集团股份有限公司,民营,500-999人,电子/半导体/集成电路,杭州·上城·四季青,2025/3/19
杭州,python开发工程师,9000-15000元,"['Java', 'MySQL', 'Oracle']",3-5年,本科,全职,5,山东朗科信息技术有限公司,民营,20-99人,IT服务,杭州·余杭·仓前,2025/1/1
杭州,海康机器人-嵌入式软件开发工程师-杭州,1.5-2.5万,,1-3年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,建筑工程师,1-1.6万,"['房建工程', '公共建筑']",3-5年,本科,全职,1,杭州星溢科技有限公司,民营,20-99人,电子商务,杭州·余杭·五常,2025/3/3
杭州,萤石网络-高级测试开发工程师-性能-杭州,1.5-2.5万,,5-10年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,销售经理,1.2-2万,"['电话销售', '面销/陌拜', '代理商销售']",1-3年,中专/中技,全职,3,杭州云蝠智能科技有限公司,民营,20-99人,人工智能,杭州·西湖·三墩,2025/2/25
杭州,行政人事专员,5000-7000元,['项目申报、招投标、制度管理'],经验不限,大专,全职,1,杭州展晖科技有限公司,民营,20-99人,工业自动化,杭州·富阳,2025/1/21
杭州,微影-仪表工程师-杭州,1.5-2.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江,2025/2/23
杭州,交付工程师,5000-9000元,"['软件实施', '硬件实施']",1-3年,大专,全职,10,杭州质企未来科技有限公司,民营,20-99人,人工智能,杭州·滨江·西兴,2024/9/20
杭州,虚拟化开发/测试工程师,面议,"['云计算开发', '云计算架构', 'C++', 'C语言']",经验不限,本科,全职,20,华为技术有限公司,民营,10000人以上,运营商/增值服务,杭州·滨江·长河,2025/3/27
杭州,机器人-应用软件开发工程师（C#）,1.5-2.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,设备工程师,1-1.2万,,1-3年,本科,全职,2,重庆与问职趣网络科技有限公司,合资,300-499人,人工智能,杭州·滨江·西兴,2025/1/6
杭州,策划专员,8000-10000元,"['新媒体媒介', '活动策划']",经验不限,本科,全职,1,浙江悦新科技有限公司,民营,100-299人,人工智能,杭州·上城·笕桥,2025/3/4
杭州,国际业务中心-HRBP（西语）-杭州,1.5-2.5万,,1-3年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江,2025/3/24
杭州,IT-高级Java开发工程师-后端-杭州,1.5-2.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,RAG应用研发工程师,1-2万,"['PIPELINE', 'AGENT', 'pytorch', 'LANGCHAIN', 'LLAMAINDEX']",无经验,硕士,全职,1,圆通速递有限公司,上市公司,10000人以上,邮政/快递,杭州·滨江·长河,2025/3/6
杭州,高级销售专家（汽车与通用行业）,1.2-2万,"['面销/陌拜', '制造业']",3-5年,大专,全职,1,杭州马上创新科技有限公司,民营,100-299人,人工智能,杭州·余杭·五常,2024/8/7
杭州,国际营销-海外项目交付-巴基斯坦,1.5-2.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江,2025/2/23
杭州,商务专员,6000-10000元·13薪,"['招标投标', '商务谈判', '市场开发']",经验不限,本科,全职,2,浙江同兴技术股份有限公司,股份制企业,100-299人,计算机软件,杭州·富阳·银湖,2024/10/21
杭州,产品经理(A243538),1-1.5万·14薪,"['智慧服务', 'AI产品', 'C端产品']",3-5年,本科,全职,1,安徽艾德未来智能科技有限公司,民营,100-299人,智能硬件,杭州·滨江·长河,2024/12/3
杭州,海康微影-软件开发工程师-仪表,1.5-2.6万·15薪,"['嵌入式硬件研发', '嵌入式软件研发', 'STM8单片机', 'STM32单片机']",经验不限,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/3/10
杭州,Python,8000-10000元·14薪,"['Python', 'MySQL数据库']",1-3年,大专,全职,2,杭州星溢科技有限公司,民营,20-99人,电子商务,杭州·西湖·三墩,2025/3/3
杭州,AI镜像Python开发,9000-13000元,"['AI', 'CICD', 'K8S KUBERNETES', 'Python']",3-5年,本科,全职,1,软通动力信息技术(集团)股份有限公司,民营,10000人以上,互联网,杭州·西湖·三墩,2025/3/28
杭州,微影-结构设计工程师（消费类电子）-杭州,1.5-2.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,软件测试工程师,1.5-3万·14薪,"['系统测试', 'Java', 'Python', 'C++']",经验不限,本科,全职,1,外企德科数字技术有限公司,合资,10000人以上,人力资源服务,杭州·滨江·长河,2025/4/1
杭州,移动与交通-充电桩硬件总监-杭州,3.5-5万,,10年以上,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/3/13
杭州,销售经理,1-1.5万·13薪,"['通信/网络设备', '电子/半导体', '硬件行业', '软件行业', '面销', '企业客户', '医疗机构', '政府机构']",经验不限,学历不限,全职,5,杭州宝治科技有限公司,民营,20-99人,计算机软件,杭州·拱墅·祥符,2024/8/23
杭州,新媒体运营综合运营,8000-16000元·13薪,"['短视频平台', '企业官网', '图文平台', '小红书', '微博', '今日头条', '用户运营', '内容运营', '品牌运营']",1-3年,本科,全职,2,浙江卓凡展览有限公司,民营,20-99人,装饰装修,杭州·拱墅·祥符,2025/3/12
杭州,国际业务中心南非业务部-产品专员-杭州/南非,1.5-2.5万,,1-3年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,智慧厨房整体布局设计师,1-2万,,10年以上,本科,全职,1,郑州奥特科技有限公司,民营,300-499人,专用设备制造,杭州·余杭·五常,2025/3/29
杭州,技术支持C/C++,1.2-2.4万·14薪,"['C', 'C++', 'linux']",3-5年,本科,全职,5,北京耐思云科技有限公司,民营,100-299人,云计算/大数据,杭州·滨江·浦沿,2025/3/12
杭州,海康汽车电子-渠道销售-后市场-杭州,1.5-2.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/3/18
杭州,售前工程师,6000-10000元,"['软件产品', '民航雷达']",1-3年,本科,全职,1,杭州立安飞科技有限公司,民营,20-99人,人工智能,杭州·临安·青山湖,2025/3/5
杭州,销售招商经理,1.2-2万,['AI机器人、获客系统销售'],1-3年,大专,全职,3,杭州云蝠智能科技有限公司,民营,20-99人,人工智能,杭州·西湖·三墩,2025/2/6
杭州,萤石—政企行业经理,1.5-2.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江,2025/2/23
杭州,工艺工程师,9000-18000元,['电子/半导体'],1-3年,大专,全职,1,杭州觅睿科技股份有限公司,股份制企业,500-999人,智能硬件,杭州·滨江·长河,2024/7/26
杭州,嵌入式开发工程师,1-2万·14薪,"['单片机', '驱动开发', '嵌入式', '嵌入式软件开发']",3-5年,本科,全职,1,威星智能,上市公司,500-999人,仪器仪表制造,杭州·良渚,2024/12/12
杭州,测试部-测试开发工程师-杭州,1.2-2.4万,,1-3年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江,2025/2/23
杭州,磨抛工艺工程师(J10322),1-1.5万·14薪,"['磨抛工艺', '表面处理工艺', '焊接工艺', '抛光工艺', '涂装工艺', '研磨工艺', '汽车']",3-5年,本科,全职,2,易思维,民营,500-999人,人工智能,杭州·滨江·长河,2025/3/10
杭州,智慧存储-嵌入式软件开发-BIOS-杭州,1.2-2.2万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·凤川,2025/2/23
杭州,销售,6000-12000元,"['通信/网络设备', '建筑业', '面销', '企业客户', '政府客户', '医疗机构', '面销/陌拜', '地推销售', '渠道销售']",经验不限,大专,全职,10,杭州宝治科技有限公司,民营,20-99人,计算机软件,杭州·余杭·良渚,2024/9/10
杭州,后期制作（行业头部）,1.2-2万,"['动画', '短视频', '达芬奇', 'AE', 'PS']",1-3年,本科,全职,1,杭州凡略科技有限公司,民营,20-99人,互联网,杭州·滨江·长河,2025/3/29
杭州,机器人-资源开发专员,1-1.3万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江,2025/3/18
杭州,品牌商务,7000-14000元,"['商务合作', '资源置换', '达人资源', '食品生鲜行业']",5-10年,本科,全职,1,内蒙古万卷楼文化发展有限责任公司,民营,20-99人,人工智能,杭州·滨江·浦沿,2024/12/10
杭州,蓝鸽集团AI产品线25届校招简章,1-1.5万,"['英语', 'Java', '安卓', '软件开发']",无经验,本科,全职,30,浙江蓝鸽科技有限公司,民营,1000-9999人,互联网,杭州·拱墅·米市巷,2025/3/21
杭州,诚聘油漆工,1-2万,,5-10年,高中,兼职/临时,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,外贸助理,7000-14000元·13薪,"['阿里巴巴国际站', '中国制造网', '英语', 'SMT行业']",1-3年,大专,全职,3,杭州创思达精密技术有限公司,民营,20-99人,人工智能,杭州·余杭·余杭街道,2024/9/26
杭州,高光谱产品机械工程师,1.2-2.4万,"['设计', '结构设计', '工装设备', '光学仪器', '机械设计']",3-5年,本科,全职,1,杭州高谱成像技术有限公司,民营,20-99人,人工智能,杭州·西湖·转塘,2025/3/24
杭州,萤石网络-本地电商运营（中东）-杭州,1.5-2.5万,,1-3年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,业务销售员,6000-10000元,"['区域销售', '渠道销售', '面销/陌拜']",1-3年,大专,全职,6,浙江佳鹏电脑科技股份有限公司,股份制企业,100-299人,人工智能,杭州·钱塘·临江,2024/10/21
杭州,高级营销经理,9000-15000元·14薪,"['政府客户', '区域销售', '面销/陌拜']",3-5年,大专,全职,1,广东美电贝尔科技集团股份有限公司,民营,500-999人,电子/半导体/集成电路,杭州·上城·四季青,2025/3/21
杭州,智慧存储-测试工程师-杭州,1.2-2.2万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江,2025/2/23
杭州,英诺威讯—伺服驱动软件工程师,1.2-2万,"['C语言', 'ARM开发', 'Keil', 'DSP开发', '伺服驱动']",3-5年,本科,全职,1,伯纳控股有限公司,民营,100-299人,专用设备制造,杭州·萧山·宁围,2025/3/23
杭州,急招房间打扫保洁350一天[不看学历8000元，喜欢打扫卫生即可],6000-9000元,"['就近分配', '工作简单无勾心斗角', '就近安排']",经验不限,初中及以下,全职,30,南京帝伯乐家政有限责任公司,民营,20-99人,人工智能,杭州·西湖·翠苑,2025/3/31
杭州,海康机器人-电气工程师-器件-杭州,1-1.5万,,1-3年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,自控工程师,6000-12000元·14薪,"['AutoCAD', 'CAD', 'Eplan', '控制系统', 'PLC']",1-3年,本科,全职,10,杭州集益科技有限公司,民营,20-99人,人工智能,杭州·萧山·盈丰,2025/2/23
杭州,教育机器人销售经理,8000-15000元,,5-10年,本科,全职,10,北京睿知文峰教育科技有限公司,股份制企业,20-99人,人工智能,杭州·西湖·西溪,2024/6/16
杭州,国际业务-高级海外渠道销售-杭州,1.5-2.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,热设计工程师,1.5-3万,"['液冷设计', '散热设计', 'AutoCAD', 'ANSYS', 'SolidWorks', 'Pro/E']",3-5年,本科,全职,1,浙江巨冷科技有限公司,其它,20-99人,人工智能,杭州·余杭·仓前,2025/2/26
杭州,区域招商经理,6000-10000元,"['渠道销售', '物联网', '新零售']",1-3年,大专,全职,1,杭州梅蒂斯智能科技有限公司,民营,20-99人,IT服务,杭州·滨江·长河,2024/11/27
杭州,智利业务部-渠道主管-智利,1.5-2.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江,2025/2/23
杭州,KA大客户销售经理,1.2-2.4万,"['渠道销售', '面销/陌拜']",3-5年,大专,全职,10,北京天下先智创机器人技术有限责任公司,民营,20-99人,货运/物流/仓储,杭州·拱墅·祥符,2024/11/11
杭州,财务主管,8000-10000元,"['税务管理', '资金管理', '风险控制', '新三板项目', 'IPO项目']",3-5年,本科,全职,1,杭州易辰企业管理咨询有限公司,民营,20-99人,咨询服务,杭州·余杭·五常,2025/4/1
杭州,机器人-嵌入式应用软件开发工程师,1.5-2.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,工业自动化创客老师,8000-10000元,['测试'],3-5年,本科,全职,1,杭州迷你文化传播有限公司,民营,20-99人,科学技术推广,杭州·余杭·良渚,2024/8/28
杭州,招商经理（产业园）,7000-10000元,,1-3年,大专,全职,1,苏州火炬创新创业孵化管理有限公司,股份制企业,500-999人,租赁服务,杭州·临平·东湖,2025/2/28
杭州,海康机器人-电气工程师-线束开发-杭州,1-1.5万,,1-3年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,3d游戏动作设计师助理,8000-16000元,"['欧美风', '国风', '多风格擅长', '3D动作设计']",经验不限,学历不限,全职,1,杭州星溢科技有限公司,民营,20-99人,电子商务,杭州·滨江·长河,2025/4/1
杭州,浙江工业大学-集世迈边缘云计算物流智能装备联合研发中心 研发专员,1-2万,,1-3年,硕士,全职,1,眉硅智能科技(上海)有限公司,民营,20人以下,贸易/进出口,杭州·富阳·场口,2025/2/26
杭州,萤石-抖音投流-杭州,1-1.5万,,1年以下,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,品牌独立站推广,8000-16000元,"['新媒体推广', '信息流推广', '搜索引擎推广']",3-5年,本科,全职,2,杭州觅睿科技股份有限公司,股份制企业,500-999人,智能硬件,杭州·滨江·长河,2025/3/3
杭州,上位机软件开发工程师,1.8-3.5万,"['C++', 'QT', 'C语言', 'LabVIEW', 'Linux开发', 'QT开发', 'PyTorch', 'TensorFlow', 'Qt']",经验不限,本科,全职,2,杭州高谱成像技术有限公司,民营,20-99人,人工智能,杭州·西湖·转塘,2025/2/6
杭州,国际业务-HRBP（招聘方向）-杭州,1-1.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·余杭·西兴,2025/2/23
杭州,总经理助理,6000-12000元·13薪,"['销售管理', '生产管理', '商务管理']",经验不限,大专,全职,1,特铯集团有限公司,民营,20-99人,电子/半导体/集成电路,杭州·西湖·古荡,2025/1/30
杭州,CAE工程师,1.2-1.6万,['CAE'],经验不限,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,机器人算法工程师,1.5-2.4万·15薪,"['C#', 'C/C++', '视觉图像算法', '运动控制算法']",经验不限,本科,全职,2,芜湖英视迈智能科技有限公司,民营,20-99人,人工智能,杭州·萧山·北干,2025/1/22
杭州,销售经理（浙江地区）,9000-14000元,"['政府客户', '区域销售', '环保', '科技', '大数据']",3-5年,本科,全职,1,英视睿达,股份制企业,500-999人,IT服务,杭州·上城·四季青,2025/3/3
杭州,汽车电子-DFM工程师-杭州,1.5-2.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,数据标注/AI训练师（实习生）,120-150元/天,"['可转正', '实习证明', '图像标注']",无经验,大专,实习,1,杭州拓纬视图信息技术有限公司,民营,20人以下,人工智能,杭州·拱墅·东新,2025/2/17
杭州,全栈开发工程师,1-1.6万·13薪,"['前端开发', '后端开发', 'JavaScript']",3-5年,本科,全职,1,南方中金环境股份有限公司,上市公司,1000-9999人,通用设备制造,杭州·余杭·仁和,2025/3/28
杭州,售前解决方案顾问（广东）,1.5-2.5万,,3-5年,本科,全职,2,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州,2025/2/23
杭州,伺服驱动系统营销主管,1.3-2.6万,"['市场营销', '市场调研', '市场运营']",5-10年,大专,全职,1,浙江三凯机电有限公司,民营,300-499人,通用设备制造,杭州·萧山·宁围,2024/12/11
杭州,python自动化脚本开发,1-1.2万,['Python'],1-3年,本科,全职,1,杭州星溢科技有限公司,民营,20-99人,电子商务,杭州·滨江·长河,2025/3/31
杭州,光学工程师,1.3-2万·15薪,"['Zemax', 'CodeV', '显示产品', '镜头', '研发', '工艺设计', '仿真设计', '光学工艺']",3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/3/4
杭州,单证员,7000-10000元,"['外贸单证', '报关', '商检', '出口单证', '英语']",1-3年,大专,全职,1,杭州觅睿科技股份有限公司,股份制企业,500-999人,智能硬件,杭州·滨江·长河,2024/7/26
杭州,ASR算法工程师,2.8-4.5万·14薪,"['语音处理', '声学建模', '语音信号处理', '语音增强', 'TTS', '声纹识别', 'ASR']",3-5年,硕士,全职,1,杭州小虎星选科技有限公司,外商独资,20人以下,人工智能,杭州·滨江·西兴,2025/3/23
杭州,机器人-工业设计师-杭州,1.5-2.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/3/13
杭州,Qt开发工程师,1-1.5万,"['QT', 'OpenGL', 'C语言', 'C++', 'Linux']",1-3年,本科,全职,1,伯纳控股有限公司,民营,100-299人,专用设备制造,杭州·萧山·宁围,2025/3/23
杭州,区域销售经理,1.1-2万,"['面销', '软件销售', '政府客户', '互联网销售', '芯片销售', '移动业务销售', '区域销售', '大客户销售']",3-5年,大专,全职,2,杭州目博科技有限公司,民营,100-299人,物联网,杭州·钱塘·白杨,2024/7/5
杭州,机器人-制程工程师,1-1.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·桐庐·凤川,2025/3/17
杭州,java/Python/C/C++/JS/AI算法/软件测试,2-4万,"['Java', 'Python', 'Golang', 'C/C++']",经验不限,本科,全职,1,外企德科数字技术有限公司,合资,10000人以上,人力资源服务,杭州·滨江·长河,2025/4/1
杭州,化学教研员,9000-14000元,['高中'],1-3年,本科,全职,1,杭州智卷星球科技有限公司,民营,100-299人,人工智能,杭州·上城·九堡,2025/3/17
杭州,机器人-高级光学工程师,1.5-2.5万,,3-5年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,销售专员,5000-10000元,"['企业客户', '政府客户', '公司资源', '智能产品']",3-5年,大专,全职,2,浙江朗域视觉科技有限公司,民营,20-99人,专业技术服务,杭州·拱墅·祥符,2025/3/19
杭州,机器人-电气工程师,1-1.5万,,1-3年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/23
杭州,高级客户经理-浙江,8000-10000元,['硬件大客户销售'],经验不限,学历不限,全职,1,恒银金融科技股份有限公司,上市公司,1000-9999人,人工智能,杭州·拱墅·米市巷,2025/3/20
杭州,招商销售专员,8000-16000元,['电话销售'],1年以下,大专,全职,5,杭州云蝠智能科技有限公司,民营,20-99人,人工智能,杭州·西湖·三墩,2025/2/7
杭州,产品经理（SRM系统）,1.5-3万,,5-10年,本科,全职,2,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江,2025/2/23
杭州,硬件维护工程师,1-1.2万·14薪,['网络维护'],1-3年,本科,全职,2,杭州星溢科技有限公司,民营,20-99人,电子商务,杭州·西湖·三墩,2025/4/1
杭州,机器人-研发工艺工程师（结构方向）,1.3-1.7万,,1-3年,本科,全职,1,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,人工智能,杭州·滨江·西兴,2025/2/25
