城市,岗位,薪酬,技能,工作经验,学历,职位类型,人数,公司名称,公司类型,公司规模,公司行业,地址,职位更新日期
北京,人工智能工程师,1-2万,['Python'],1-3年,本科,全职,1,心流慧估,民营,20-99人,人工智能,北京·朝阳·酒仙桥,2025/3/28
北京,人工智能工程师-2025025,1.6-2.2万,"['PyTorch', 'TensorFlow', '大模型算法', '强化学习 ', 'GPT', '自然语言处理', '知识图谱', '搜索/推荐算法', 'Python', 'Java']",3-5年,本科,全职,1,南京瑞能慧采信息技术有限公司,民营,20-99人,云计算/大数据,北京·西城·西长安街,2025/3/26
北京,大模型开发工程师,1.5-2万·16薪,"['大模型算法', '自然语言处理', 'Python']",3-5年,本科,全职,1,国新健康保障服务集团股份有限公司北京分公司,国企,1000-9999人,卫生服务,北京·朝阳·香河园,2025/3/17
北京,nlp算法工程师-北京D,2.3-4万·14薪,,3-5年,本科,全职,2,北京耐思云科技有限公司,民营,100-299人,云计算/大数据,北京·海淀·上地,2024/11/11
北京,人工智能课程教师,7000-14000元,"['大学教师', '课程教授', 'Python', '人工智能', '大数据', '计算机科学与技术', '数据科学与大数据技术']",经验不限,硕士,全职,1,北京第二外国语学院中瑞酒店管理学院,民营,100-299人,餐饮服务,北京·大兴·庞各庄,2025/3/10
北京,AI销售经理,1-1.5万·20薪,"['企业客户', '集成', '智慧', '解决方案']",1-3年,本科,全职,1,深圳鲲云信息科技有限公司,民营,100-299人,人工智能,北京·海淀·花园路,2024/12/10
北京,市场专员,8000-15000元,"['市场推广', '市场策划', '市场营销', '沟通能力强，市场拓展经验丰富']",3-5年,本科,全职,8,中创世技科技推广(北京)有限公司,社会团体,20-99人,社团/组织/社会保障,北京·海淀·海淀街道,2025/3/28
北京,人工智能研究分析岗,面议,['搜索/推荐算法'],3-5年,硕士,全职,1,长城人寿保险股份有限公司,股份制企业,10000人以上,保险,北京·西城·新街口,2025/3/31
北京,人工智能算法工程师,2-3万,"['Python', 'Java']",1-3年,本科,全职,1,璞华国际科技(武汉)有限公司,外商独资,500-999人,计算机软件,北京·海淀·北下关,2025/3/11
北京,人工智能研发专员,1.8-2.5万,"['机器视觉', '搜索/推荐算法', 'PyTorch', 'TensorFlow']",3-5年,本科,全职,1,北京罗麦科技有限公司,民营,300-499人,食品/饮料,北京·怀柔·北房,2024/6/3
北京,人工智能营销（AI营销）,1.2-2.4万·13薪,"['网络营销', '新媒体营销', '短视频营销', '自媒体营销', '微信营销', '社群营销', '社区营销', '海外营销']",无经验,本科,全职,1,北京一针机器人有限公司,民营,20人以下,医疗设备/器械,北京·通州·台湖,2025/3/21
北京,ai算法工程师,2.5-3万·14薪,['大模型算法'],3-5年,本科,全职,1,北京海开控股(集团)股份有限公司,国企,1000-9999人,房地产开发,北京·海淀·马连洼,2025/2/25
北京,解决方案工程师助理,8000-13000元,"['智慧产品', '智慧水利', '智慧农业', '智慧城市']",经验不限,本科,全职,2,江苏虹湾威鹏信息技术有限公司,合资,20-99人,人工智能,北京·海淀·清河,2025/2/14
北京,人工智能算法工程师,2.9-4万,"['机器视觉', '智能驾驶', '自然语言处理', '算法研究', '算法应用', '多模态算法', '大模型算法', '机器学习', 'Python', 'Java', 'PyTorch', 'TensorFlow', 'K-means算法', 'GBDT', 'XGBoost', 'BERT', 'GPT', '', '', '', '']",经验不限,博士,全职,1,航天物联网技术有限公司,国企,300-499人,物联网,北京·海淀,2025/3/13
北京,人工智能业务专家（北京）,2-3万,"['人工智能大模型', '图像识别', '适应出差']",3-5年,本科,全职,1,北京浩然五洲软件技术有限公司,合资,100-299人,计算机软件,北京·丰台·右安门,2025/3/27
北京,人工智能教育产品经理,1.5-3万,,3-5年,本科,全职,1,睿金控股(北京)集团有限公司,民营,20-99人,证券/期货,北京·朝阳·建外,2025/3/27
北京,产品经理（人工智能）,2-3万,"['智能驾驶', '智能芯片', '导航', '交通', '搜索', 'AIGC']",3-5年,本科,全职,1,交信北斗(北京)信息科技有限公司,合资,20-99人,通信/网络设备,北京·东城·和平里,2024/9/13
北京,人工智能算法工程师,2-2.5万,,1-3年,本科,全职,2,浪潮集团,国企,10000人以上,IT服务,北京·海淀·马连洼,2025/2/19
北京,人工智能通识教育 产品经理,1.5-2万,['通识教育'],5-10年,本科,全职,1,山西华成博创教育科技有限公司,民营,20-99人,科学技术推广,北京·海淀·北太平庄,2025/3/11
北京,深度学习/机器学习工程师,9000-14000元,"['图像算法', '语音算法', '机器学习', 'Python', '分布式训练']",经验不限,本科,全职,1,天才纵横国际企业管理(北京)有限公司,民营,20-99人,证券/期货,北京·海淀·上地,2024/12/18
北京,人工智能解决方案（职业教育，大模型，智能体）,2-3万,['数字化产品'],10年以上,本科,全职,1,北京华晟经世信息技术股份有限公司,上市公司,500-999人,通信/网络设备,北京·通州·台湖,2025/3/28
北京,AI研发工程师,2-3万·16薪,"['AI工程师', 'AI AGENT开发', '提示工程']",1-3年,本科,全职,1,联合资信评估股份有限公司,合资,500-999人,证券/期货,北京·朝阳·建外,2024/10/18
北京,大语言模型应用开发工程师,2-4万·13薪,"['PyTorch', 'LANGCHAIN', 'LLAMAINDEX', 'AGENT', 'RAG']",经验不限,本科,全职,1,北京数荷电力科技有限公司,民营,20-99人,电力/水利/热力/燃气,北京·西城·金融街,2025/3/31
北京,人工智能赋能专项项目经理,1.5-3万,"['PMP', '项目管理', '科研项目管理']",10年以上,硕士,全职,1,北京清华前沿交叉创新研究院,社会团体,100-299人,学术/科研,北京·海淀·清华园,2025/3/3
北京,销售助理,7000-9000元,"['企业客户拓展', '政府资源拓展', '客户资源管理']",1-3年,学历不限,全职,1,中创世技科技推广(北京)有限公司,社会团体,20-99人,社团/组织/社会保障,北京·海淀·海淀街道,2025/3/31
北京,人工智能部 产品解决方案岗,面议,"['大模型', '产品经理', '产品解决方案']",3-5年,本科,全职,1,阳光保险集团,股份制企业,10000人以上,保险,北京·通州·永顺,2025/3/17
北京,机器学习高级技术专家,12-17万·13薪,['机器学习'],1-3年,博士,全职,1,北京神舟航天软件技术股份有限公司,国企,1000-9999人,计算机软件,北京·海淀,2025/3/5
北京,人工智能与大数据算法专家,2.5-4.5万·14薪,['大模型'],1-3年,博士,全职,1,同方知网（北京）技术有限公司,民营,1000-9999人,IT服务,北京·海淀·东升,2025/2/26
北京,科技记者,1-1.5万,"['文字记者', '新媒体', '人物专访', '深度报道', '有代表作', '原创撰稿']",1-3年,本科,全职,5,北京智一科技有限公司,民营,20-99人,新媒体,北京·海淀·上地,2025/2/25
北京,人工智能算法工程师,3-4万,,经验不限,博士,全职,1,中国航天电子技术研究院,国企,10000人以上,船舶/航空/航天/火车制造,北京·海淀,2025/2/12
北京,AI开发工程师,1.5-3万,"['深度学习', 'AI 人工智能', '搜索/推荐算法']",3-5年,本科,全职,1,北京世纪中彩网络技术有限公司,民营,500-999人,互联网,北京·朝阳,2025/3/27
北京,人工智能算法高级工程师,2.8-5.5万,"['自然语言处理', '知识图谱']",经验不限,硕士,全职,3,中国人民解放军军事科学院军事科学信息研究中心,其它,100-299人,学术/科研,北京·海淀·甘家口,2025/2/28
北京,大模型应用工程师（软通自研非外包）,2.5-5万,,5-10年,本科,全职,1,软通动力信息技术(集团)股份有限公司,民营,10000人以上,互联网,北京·海淀·马连洼,2025/2/17
北京,产品经理（人工智能方向）,1.2-2万·14薪,['投资经理'],3-5年,硕士,全职,1,同方科技创新有限公司,国企,20-99人,科学技术推广,北京·海淀·学院路,2025/1/7
北京,机器学习算法工程师,1.5-3万,['机器学习'],无经验,本科,全职,1,北京瑞鑫天算资产管理有限公司,民营,20-99人,基金,北京·海淀·曙光,2024/11/20
北京,人工智能架构师,2.4-4万·15薪,"['Java', 'Python', 'C#']",5-10年,本科,全职,1,中车信息公司,国企,100-299人,计算机软件,北京·石景山·苹果园,2025/3/13
北京,应用优化工程师,2.1-2.8万,"['深度学习', '大模型算法']",1-3年,本科,全职,1,重庆金朋来企业管理咨询有限公司,民营,20-99人,人力资源服务,北京·海淀·上地,2025/3/21
北京,人工智能与大数据算法专家,2.5-3.5万·14薪,"['图像算法', '机器学习', '大模型算法', '机器视觉', '搜索/推荐算法']",1年以下,博士,全职,1,同方知网（北京）技术有限公司,民营,1000-9999人,IT服务,北京·海淀·东升,2024/11/12
北京,人工智能开发 工程师,1.1-2.2万,"['Java', 'C语言', 'C#', 'C++']",经验不限,硕士,全职,1,中信机电制造集团有限公司,国企,1000-9999人,钢铁/有色金属冶炼及加工,北京·丰台·看丹,2025/3/7
北京,人工智能分析师（工作地点：北京、上海、深圳）,1-2万,,1-3年,硕士,全职,1,中邮证券,国企,1000-9999人,证券/期货,北京·东城·前门,2025/2/8
北京,人工智能健康讲师,8000-15000元,['健康管理'],1-3年,大专,全职,1,尚龄云南家庭健康管理有限责任公司,民营,20-99人,医美/健康服务,北京·通州·北苑,2025/3/29
北京,人工智能工程师（应用方向）(J10110),面议,"['大模型算法', 'PyTorch', 'TensorFlow', '自然语言处理', 'GPT', 'Python', 'Java']",经验不限,本科,全职,1,联通支付,国企,500-999人,互联网,北京·西城·金融街,2025/3/20
北京,人工智能算法工程师,8000-16000元,"['智能机器人', '算法研究']",1-3年,本科,全职,1,北京胡众置业集团有限公司,民营,20-99人,房地产开发,北京·顺义·李桥,2024/10/3
北京,机器人采购工程师,1.3-2万,,3-5年,本科,全职,1,北京源络科技有限公司,民营,20-99人,人工智能,北京·海淀,2025/3/4
北京,校企合作经理,1.2-1.5万,"['商务合作', '地推销售', 'KA大客户']",3-5年,本科,全职,1,软通迅腾(河北雄安)数据技术有限公司,合资,1000-9999人,学校/学历教育,北京·海淀·马连洼,2025/3/31
北京,人工智能专家(J12509),3-5万·14薪,"['机器视觉', '自然语言处理', '图像算法', '人工神经网络', 'PyTorch', 'TensorFlow', 'Caffe']",5-10年,本科,全职,1,北京四方继保自动化股份有限公司,上市公司,1000-9999人,电力/水利/热力/燃气,北京·海淀·上地,2025/3/31
北京,人工智能AI 认证公益培训与招生导流讲师,1.2-2.4万,"['课程策划', '课程教授', '项目实训', '搜索算法', '导航算法', '机器人算法', '深度学习']",3-5年,本科,全职,5,北京正益昇数智科技有限公司,民营,20-99人,新媒体,北京·丰台·看丹,2025/3/28
北京,人工智能（深度学习/自然语言处理）工程师,2.5-3万,"['自然语言处理', 'Python', 'Java', 'PyTorch', '人工神经网络']",3-5年,硕士,全职,1,船舶信息研究中心(中国船舶集团有限公司第七一四研究所),国企,1000-9999人,船舶/航空/航天/火车制造,北京·朝阳·奥运村,2025/2/19
北京,人工智能算法工程师,3-5万,"['深度学习', '图像算法']",5-10年,硕士,全职,1,中科微机电技术(北京)有限公司,民营,20-99人,电子/半导体/集成电路,北京·昌平·龙泽园,2025/3/6
北京,机器视觉售前支持工程师,1.1-2万,"['智能制造', '缺陷检测', '图像处理', '工业机器人', '图像检测识别', '视觉图像算法']",3-5年,本科,全职,1,北京玖瑞科技有限公司,民营,20-99人,人工智能,北京·海淀·上地,2025/3/13
北京,人工智能产业研究推广应用,1.5-2.5万,"['版权', '推广', '应用']",1-3年,硕士,全职,2,中华版权服务有限公司,国企,300-499人,新闻/出版,北京·西城·展览路,2025/2/24
北京,人工智能开源研究员,1-1.5万,,1-3年,硕士,全职,1,中国信息通信研究院,事业单位,1000-9999人,通信/网络设备,北京·海淀·花园路,2025/4/1
北京,人工智能助理研究员,3-5.5万,['助理研究员'],1-3年,博士,全职,5,北京雁栖湖应用数学研究院,社会团体,100-299人,社团/组织/社会保障,北京·怀柔·怀北,2025/3/5
北京,人工智能产品经理,8000-10000元,"['搜索', '推荐', 'NLP', '大模型', '智能驾驶', '智能机器人']",3-5年,本科,全职,1,北京鸿远茗交通设施工程有限公司,民营,20-99人,工程施工,北京·丰台·六里桥,2025/2/25
北京,人工智能技术（自然语言）,2.5-5万,,5-10年,本科,全职,1,北京华心维联网络科技有限公司,民营,500-999人,互联网,北京·朝阳·高碑店,2025/2/20
北京,ai训练师主管兼产品助理,1.6-1.7万,['课程策划'],1-3年,学历不限,全职,1,智联招聘,其它,1000-9999人,互联网,北京·朝阳·望京,2025/3/12
北京,售前技术支持,6000-10000元,['软件工程'],1-3年,大专,全职,1,盘天(厦门)智能交通有限公司,民营,300-499人,电子/半导体/集成电路,北京·昌平·龙泽园,2024/8/12
北京,AI装备工程师,1.5-3万,"['机器人电气设计', '机器人编程', '机器人算法', '机器人运动算法', '机器人训练', '机器人语音算法', '机器人设计']",经验不限,大专,全职,1,北京中科博联科技集团股份有限公司,股份制企业,100-299人,专用设备制造,北京·海淀·中关村,2025/2/14
北京,AI应用工程师,1-2万,"['深度学习', '机器学习', 'TensorFlow', 'PyTorch', 'Keras', 'Python']",经验不限,硕士,全职,1,洲际高能科技(北京)有限公司,合资,20-99人,新能源,北京·海淀·中关村,2025/3/13
北京,ai算法工程师,9000-15000元,"['深度学习', '图像算法', 'Transformer', 'PyTorch', 'TensorFlow', 'Python', 'C++']",1年以下,本科,全职,1,嘉环科技股份有限公司,民营,10000人以上,通信/网络设备,北京·丰台·太平桥,2025/3/21
北京,人工智能国家标准研制岗（全职/实习）,8000-12000元,,经验不限,硕士,全职,2,中国电子技术标准化研究院((工业和信息化部电子工业标准化研究院)(工业和信息化部电子第四研究院)),事业单位,500-999人,科学技术推广,北京·东城·安定门,2024/8/5
北京,人工智能专业教师,8000-10000元·13薪,"['助理教师', '课程教授', '机器学习', '深度学习', '视觉图像算法']",经验不限,硕士,全职,1,北京邮电大学世纪学院,其它,100-299人,培训/辅导服务,北京·延庆·康庄,2025/3/14
北京,算法工程师,1.2-1.8万,"['深度学习', '大模型算法', '自然语言处理']",1-3年,硕士,全职,1,拓尔思信息技术股份有限公司,上市公司,1000-9999人,计算机软件,北京·海淀·西三旗,2025/3/31
